Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
1SA	21	6	vbr7	figs-activepassive		0.0	which was removed from before Yahweh, in order to put	This can be translated in active form. Alternate translation: “which the priests had removed from before Yahweh so that they could put” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 21:6
1SA	21	7	tmz8	figs-activepassive		0.0	detained before Yahweh	This could mean: (1) Doeg had some religious work regarding Yahweh to do there. Alternate translation: “for some work before Yahweh” or (2) Yahweh detained Doeg there. Alternate translation: “because Yahweh had detained him there” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 21:7
1SA	21	7	z642	figs-explicit		0.0	Doeg … herdsmen	You may need to say clearly that Doeg saw what David did. Alternate translation: “Doeg … herdsmen, and he saw what Ahimelech did” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 21:7
1SA	21	8	xr45	figs-metonymy		0.0	Now is there not here on hand any spear or sword?	Here “on hand” is a metonym meaning “available.” See how you translated this in [1 Samuel 21:3](../21/03.md). Alternate translation: “Do you have a spear or sword that you can give me?” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 21:8
1SA	21	11	zg9d	figs-hyperbole		0.0	Is not this David, the king of the land?	They were probably exaggerating when they said that David was king of the land. They used this question to imply that David was a powerful enemy and Achish should not let him stay there. Alternate translation: “You know that this is David, who is as dangerous as the king of the land” (See: [[rc://en/ta/man/translate/figs-hyperbole]] and [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-explicit]])	1SA 21:11
1SA	21	11	sc99	figs-rquestion		0.0	Did they not sing to one another about him in dances, ‘Saul … thousands?’	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “You know that when the people of the land were dancing, they sang to each other about him, ‘Saul … thousands.’” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 21:11
1SA	21	12	rqg7	figs-metonymy		0.0	David took these words to heart	Here “took … to heart” is a metonym to think seriously about what was said. Alternate translation: “David thought seriously about what the servants said” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 21:12
1SA	21	13	ai6n	figs-synecdoche		0.0	in their hands	Here “hands” are a synecdoche for the person. Alternate translation: “in their presence” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 21:13
1SA	21	14	w6kd	figs-rquestion		0.0	Why have you brought him to me?	This could mean: (1) Achish demands that his servants explain why they have brought David to him or (2) Achish is scolding them with a rhetorical question. Alternate translation: “You should have known not to bring him to me.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 21:14
1SA	21	15	kl34	figs-rquestion		0.0	Do I lack madmen, so that you have brought this fellow to behave like one in my presence?	This rhetorical question is a rebuke. Alternate translation: “There are enough madmen here who waste my time. You should not have brought this fellow to behave like one in my presence.” (See: [[rc://en/ta/man/translate/figs-rquestion]] and [[rc://en/ta/man/translate/figs-explicit]])	1SA 21:15
1SA	21	15	k152	figs-rquestion		0.0	Will this fellow really come into my house?	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “Do not allow this fellow to enter my house.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 21:15
1SA	22	2	x1s9	figs-hyperbole		0.0	Everyone who was in distress … everyone who was discontented	This is a generalization. Alternate translation: “Many people who were distressed … many people who were unhappy” (See: [[rc://en/ta/man/translate/figs-hyperbole]])	1SA 22:2
1SA	22	6	jvw8	figs-activepassive		0.0	David had been discovered, along with the men who were with him	Saul was most interested in David, so the writer mentions the other men separately. This can be translated in active form. Alternate translation: “someone had discovered where David and all the men who were with him were hiding” (See: [[rc://en/ta/man/translate/figs-activepassive]])	1SA 22:6
1SA	22	7	h9sv	figs-rquestion		0.0	Will the son of Jesse give every one of you fields and vineyards?	Saul uses a question to emphasize that David, who is from the tribe of Judah, does not desire to do this for the people of the tribe of Benjamin. Alternate translation: “The son of Jesse will not give you fields or vineyards.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 22:7
1SA	22	7	ft1b	figs-explicit		0.0	Will the son of Jesse give	The time when he will give can be made explicit. Alternate translation: “When the son of Jesse becomes king, will he give” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 22:7
1SA	22	7	p8rr	figs-rquestion		0.0	Will he make you all captains of thousands and captains of hundreds	Saul uses a question to emphasize that David, who is from the tribe of Judah, does not desire to do this for the people of the tribe of Benjamin. Alternate translation: “He will not make you captains of thousands and captains of hundreds” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 22:7
1SA	22	7	hy7f	figs-explicit		0.0	Will he make you all captains	You may need to make explicit when he will make them captains. Alternate translation: “When he becomes king, will he make you all captains” (See: [[rc://en/ta/man/translate/figs-explicit]])	1SA 22:7
1SA	22	14	mme1	figs-rquestion		0.0	Who among all your servants is so faithful as David … house?	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “None of your servants is as faithful as David … house.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 22:14
1SA	22	14	aui9	figs-metonymy		0.0	is honored in your house	The word “house” is a metonym for the family that lives in the house. This can be translated in active form. Alternate translation: “whom your family honors” (See: [[rc://en/ta/man/translate/figs-metonymy]] and [[rc://en/ta/man/translate/figs-activepassive]])	1SA 22:14
1SA	22	15	sq72	figs-rquestion		0.0	Is today the first time I have prayed to God to help him?	Ahimelech asks himself this question before Saul can ask it, then immediately answers it. If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “This is not the first time I have prayed to God to help David.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 22:15
1SA	22	15	aw6l	figs-idiom		0.0	Far be it from me!	This idiom means “Absolutely not!” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 22:15
1SA	22	15	zpx3	figs-123person		0.0	Do not let the king impute anything to his servant or to all the house of my father. For your servant knows nothing	Ahimelech speaks of himself in the third person as the “servant.” Ahimelech also refers to Saul in the third person as “the king.” Ahimelech speaks this way to show respect to Saul. Alternate translation: “Please, King Saul, do not consider me, your servant, or anyone in the house of my father to be guilty. For I know nothing” (See: [[rc://en/ta/man/translate/figs-123person]])	1SA 22:15
1SA	22	15	qbw3	figs-metonymy		0.0	to all the house of my father	Here “house” represents “family.” Alternate translation: “to all my father’s family” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 22:15
1SA	22	16	kbw6	figs-metonymy		0.0	your father’s house	The word “house” is a metonym for the family that lives in the house. Alternate translation: “your father’s family” or “your father’s descendants” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 22:16
1SA	22	17	dgp5	figs-idiom		0.0	Turn and kill	Here “Turn” means to turn around or turn away from the king. Alternate translation: “Go and kill” or “Kill” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 22:17
1SA	22	17	nr49	figs-synecdoche		0.0	their hand also is with David	The word “hand” is a metonym for the work done with the hand. Alternate translation: “they also help David” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 22:17
1SA	22	17	gd4u	figs-metonymy		0.0	would not put out their hand to kill	The word “hand” is a metonym for the work done with the hand. Alternate translation: “did not do anything to kill” or “refused to kill” (See: [[rc://en/ta/man/translate/figs-metonymy]])	1SA 22:17
1SA	22	18	kxa2	figs-idiom		0.0	Turn and kill the priests … turned and attacked the priests	Here “Turn” means to turn around or turn away from the king. See how you translated this in [1 Samuel 22:17](../22/17.md). Alternate translation: “Go and kill the priests … went and attacked” or “Kill the priest … attacked the priests” (See: [[rc://en/ta/man/translate/figs-idiom]])	1SA 22:18
1SA	22	18	g41e	figs-explicit		0.0	Doeg the Edomite turned and attacked … he killed	This could mean: (1) Doeg killed all the priests himself or (2) the word “Doeg” is a synecdoche for Doeg and the men who went with him. Alternate translation: “Doeg the Edomite and his men turned and attacked … they killed” (See: [[rc://en/ta/man/translate/figs-explicit]] and [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 22:18
1SA	22	19	qi5d	figs-explicit		0.0	He also put to the sword … he put to the sword	This could mean: (1) Doeg killed all the priests himself or (2) the word “Doeg” is a synecdoche for Doeg and the men who went with him. Alternate translation: “They also put to the sword … they put to the sword” (See: [[rc://en/ta/man/translate/figs-explicit]] and [[rc://en/ta/man/translate/figs-synecdoche]])	1SA 22:19
1SA	23	3	e1kx	figs-rquestion		0.0	How much more then if we go to Keilah against the armies of the Philistines?	If your readers would misunderstand this question, you can express it as a statement. Alternate translation: “We will be even more fearful if we go to Keilah to fight the armies of the Philistines.” (See: [[rc://en/ta/man/translate/figs-rquestion]])	1SA 23:3
