MACULA_IDs	MARBLE_IDs
o010020240061 o010020240062	00100202400012
o010020240071	00100202400014
o010020240072	00100202400016
o010020240081 o010020240082	00100202400018
o010020240091	00100202400020
o010020240092	00100202400022
o010020240101	00100202400024
o010020240102 o010020240103	00100202400026
o010020240111	00100202400028
o010020240112	00100202400030
o010020240121	00100202400032
o010020240122	00100202400034
o010020240131	00100202400036
o010020250011	00100202500002
o010020250012	00100202500004
o010020250021 o010020250022	00100202500006
o010020250031	00100202500008
o010020250041	00100202500010
o010020250042	00100202500012
o010020250051	00100202500014
o010020250052 o010020250053	00100202500016
o010020250061	00100202500018
o010020250062	00100202500020
o010020250071	00100202500022
o010030010011	00100300100002
o010030010012	00100300100004
o010030010013	00100300100006
o010030010021	00100300100008
o010030010031	00100300100010
o010030010041	00100300100012
o010030010042	00100300100014
o010030010051	00100300100016
o010030010061	00100300100018
o010030010062	00100300100020
o010030010071	00100300100022
o010030010081	00100300100024
o010030010091	00100300100026
o010030010101	00100300100028
o010030010111	00100300100030
o010030010112	00100300100032
o010030010121	00100300100034
o010030010131	00100300100036
o010030010132	00100300100038
o010030010141	00100300100040
o010030010151	00100300100042
o010030010161	00100300100044
o010030010171	00100300100046
o010030010181	00100300100048
o010030010191	00100300100050
o010030010201	00100300100052
o010030010202	00100300100054
o010030010211	00100300100056
o010030010221	00100300100058
o010030010222	00100300100060
o010030020011	00100300200002
o010030020012	00100300200004
o010030020021	00100300200006
o010030020022	00100300200008
o010030020031	00100300200010
o010030020041	00100300200012
o010030020042	00100300200014
o010030020051	00100300200016
o010030020052	00100300200018
o010030020061	00100300200020
o010030020071	00100300200022
o010030020072	00100300200024
o010030020081	00100300200026
o010030030011	00100300300002
o010030030012	00100300300004
o010030030013	00100300300006
o010030030021	00100300300008
o010030030022	00100300300010
o010030030031	00100300300012
o010030030041	00100300300014
o010030030042	00100300300016
o010030030051	00100300300018
o010030030052	00100300300020
o010030030061	00100300300022
o010030030071	00100300300024
o010030030081	00100300300026
o010030030091	00100300300028
o010030030101 o010030030102	00100300300030
o010030030111	00100300300032
o010030030112	00100300300034
o010030030121	00100300300036
o010030030131 o010030030132	00100300300038
o010030030141	00100300300040
o010030030151 o010030030152	00100300300042
o010030040011	00100300400002
o010030040012	00100300400004
o010030040021	00100300400006
o010030040022	00100300400008
o010030040031	00100300400010
o010030040041	00100300400012
o010030040042	00100300400014
o010030040051	00100300400016
o010030040061	00100300400018
o010030040071 o010030040072	00100300400020
o010030050011	00100300500002
o010030050021	00100300500004
o010030050031	00100300500006
o010030050041	00100300500008
o010030050051	00100300500010
o010030050052	00100300500012
o010030050061 o010030050062	00100300500014
o010030050071 o010030050072	00100300500016
o010030050081	00100300500018
o010030050082	00100300500020
o010030050091 o010030050092	00100300500022
o010030050101	00100300500024
o010030050102	00100300500026
o010030050111	00100300500028
o010030050112	00100300500030
o010030050121	00100300500032
o010030050131	00100300500034
o010030050141	00100300500036
o010030050142	00100300500038
o010030060011	00100300600002
o010030060012	00100300600004
o010030060021	00100300600006
o010030060022	00100300600008
o010030060031	00100300600010
o010030060041	00100300600012
o010030060051	00100300600014
o010030060052	00100300600016
o010030060061	00100300600018
o010030060062	00100300600020
o010030060071	00100300600022
o010030060072	00100300600024
o010030060081	00100300600026
o010030060091	00100300600028
o010030060101	00100300600030
o010030060102	00100300600034
o010030060111	00100300600036
o010030060112	00100300600038
o010030060121	00100300600040
o010030060122	00100300600042
o010030060131	00100300600044
o010030060132	00100300600046
o010030060141	00100300600048
o010030060142	00100300600050
o010030060151	00100300600052
o010030060152 o010030060153	00100300600054
o010030060161	00100300600056
o010030060162	00100300600058
o010030060171	00100300600060
o010030060172	00100300600062
o010030060181	00100300600064
o010030060191	00100300600066
o010030060192 o010030060193	00100300600068
o010030060201 o010030060202	00100300600070
o010030060211	00100300600072
o010030060212	00100300600074
o010030070011	00100300700002
o010030070012	00100300700004
o010030070021	00100300700006
o010030070031 o010030070032	00100300700008
o010030070041	00100300700010
o010030070042	00100300700012
o010030070051	00100300700014
o010030070061	00100300700016
o010030070071	00100300700018
o010030070081	00100300700020
o010030070082	00100300700022
o010030070091	00100300700024
o010030070101	00100300700026
o010030070111	00100300700028
o010030070112	00100300700030
o010030070121 o010030070122	00100300700032
o010030070131	00100300700034
o010030080011	00100300800002
o010030080012	00100300800004
o010030080021	00100300800006
o010030080031	00100300800008
o010030080041	00100300800010
o010030080051	00100300800012
o010030080061	00100300800014
o010030080071	00100300800016
o010030080072	00100300800020
o010030080081	00100300800022
o010030080082	00100300800024
o010030080091	00100300800026
o010030080092	00100300800028
o010030080101	00100300800030
o010030080102	00100300800032
o010030080111	00100300800034
o010030080112	00100300800036
o010030080121	00100300800038
o010030080122 o010030080123	00100300800040
o010030080131	00100300800042
o010030080132	00100300800044
o010030080141	00100300800046
o010030080151	00100300800048
o010030080161	00100300800050
o010030080162	00100300800052
o010030080171	00100300800054
o010030080181	00100300800056
o010030080182	00100300800058
o010030090011	00100300900002
o010030090012	00100300900004
o010030090021	00100300900006
o010030090031	00100300900008
o010030090041	00100300900010
o010030090051	00100300900012
o010030090052	00100300900014
o010030090061	00100300900016
o010030090062	00100300900018
o010030090071 o010030090072	00100300900020
o010030090081 o010030090082	00100300900022
o010030100011	00100301000002
o010030100012	00100301000004
o010030100021	00100301000006
o010030100031 o010030100032	00100301000008
o010030100041	00100301000010
o010030100051	00100301000012
o010030100052	00100301000016
o010030100061	00100301000018
o010030100062	00100301000020
o010030100071	00100301000022
o010030100081	00100301000024
o010030100091	00100301000026
o010030100101	00100301000028
o010030100102	00100301000030
o010030110011	00100301100002
o010030110012	00100301100004
o010030110021	00100301100006
o010030110031	00100301100008
o010030110041 o010030110042	00100301100010
o010030110051	00100301100012
o010030110061	00100301100014
o010030110071	00100301100016
o010030110081	00100301100018
o010030110082	00100301100020
o010030110091	00100301100022
o010030110092	00100301100024
o010030110101	00100301100026
o010030110111 o010030110112	00100301100028
o010030110121	00100301100030
o010030110122	00100301100032
o010030110131	00100301100034
o010030110141 o010030110142	00100301100036
o010030110151	00100301100038
o010030120011	00100301200002
o010030120012	00100301200004
o010030120021	00100301200006
o010030120022	00100301200008
o010030120031	00100301200010
o010030120032	00100301200012
o010030120041	00100301200014
o010030120051	00100301200016
o010030120061 o010030120062	00100301200018
o010030120071	00100301200020
o010030120081	00100301200022
o010030120091 o010030120092	00100301200024
o010030120101	00100301200026
o010030120111	00100301200028
o010030120112	00100301200030
o010030120121	00100301200032
o010030120122	00100301200034
o010030130011	00100301300002
o010030130012	00100301300004
o010030130021	00100301300006
o010030130031	00100301300008
o010030130041	00100301300010
o010030130042	00100301300014
o010030130051	00100301300016
o010030130061	00100301300018
o010030130071	00100301300020
o010030130081	00100301300022
o010030130082	00100301300024
o010030130091	00100301300026
o010030130092	00100301300028
o010030130101	00100301300030
o010030130102	00100301300032
o010030130111 o010030130112	00100301300034
o010030130121	00100301300036
o010030130122	00100301300038
o010030140011	00100301400002
o010030140012	00100301400004
o010030140021	00100301400006
o010030140031	00100301400008
o010030140041	00100301400010
o010030140051	00100301400012
o010030140052	00100301400014
o010030140061	00100301400016
o010030140071	00100301400018
o010030140081	00100301400020
o010030140091	00100301400022
o010030140101	00100301400024
o010030140111	00100301400026
o010030140112	00100301400028
o010030140121	00100301400030
o010030140122	00100301400032
o010030140131	00100301400034
o010030140132	00100301400036
o010030140133	00100301400038
o010030140141	00100301400040
o010030140151	00100301400042
o010030140152	00100301400044
o010030140161	00100301400046
o010030140171 o010030140172	00100301400048
o010030140181	00100301400050
o010030140191	00100301400052
o010030140192	00100301400054
o010030140201	00100301400056
o010030140211	00100301400058
o010030140221	00100301400060
o010030140231 o010030140232	00100301400062
o010030150011	00100301500002
o010030150012	00100301500004
o010030150021	00100301500006
o010030150031 o010030150032	00100301500008
o010030150041	00100301500010
o010030150042	00100301500012
o010030150051	00100301500014
o010030150052	00100301500016
o010030150061	00100301500018
o010030150062	00100301500020
o010030150071 o010030150072	00100301500022
o010030150081	00100301500024
o010030150082	00100301500026
o010030150091 o010030150092	00100301500028
o010030150101	00100301500030
o010030150111 o010030150112	00100301500032
o010030150121	00100301500034
o010030150131	00100301500036
o010030150132	00100301500038
o010030150141 o010030150142	00100301500040
o010030150151	00100301500042
o010030160011	00100301600002
o010030160021	00100301600004
o010030160022	00100301600006
o010030160031	00100301600008
o010030160041	00100301600010
o010030160051	00100301600012
o010030160061 o010030160062	00100301600014
o010030160071	00100301600016
o010030160072 o010030160073	00100301600018
o010030160081	00100301600020
o010030160082	00100301600022
o010030160091	00100301600024
o010030160101	00100301600026
o010030160111	00100301600028
o010030160112	00100301600030
o010030160121 o010030160122	00100301600032
o010030160131 o010030160132	00100301600034
o010030160141	00100301600036
o010030160142	00100301600038
o010030160151	00100301600040
o010030160161 o010030160162	00100301600042
o010030170011	00100301700002
o010030170012	00100301700004
o010030170013	00100301700006
o010030170021	00100301700008
o010030170031	00100301700010
o010030170041	00100301700012
o010030170051	00100301700014
o010030170052	00100301700016
o010030170061 o010030170062	00100301700018
o010030170071	00100301700020
o010030170072	00100301700022
o010030170081	00100301700024
o010030170091	00100301700026
o010030170092	00100301700028
o010030170101	00100301700030
o010030170111 o010030170112	00100301700032
o010030170121	00100301700034
o010030170122	00100301700036
o010030170131	00100301700038
o010030170141	00100301700040
o010030170151 o010030170152	00100301700042
o010030170161	00100301700044
o010030170171	00100301700046
o010030170172	00100301700048
o010030170181	00100301700050
o010030170182 o010030170183	00100301700052
